0,0
1,0
1,1
2,0
3,0
4,0
5,0
5,2
6,1
6,0
7,0
7,3
8,0
9,0
9,4
9,2
10,0
11,0
11,3
12,0
13,0
14,0
14,5
15,0
16,0
17,0
18,0
19,0
20,0
21,0
21,3
22,0
22,2
22,6
23,0
24,0
25,0
26,0
27,0
28,7
28,1
29,8
30,0
31,0
31,1
32,0
33,0
34,0
35,0
36,4
36,0
37,0
38,2
38,0
39,0
40,0
41,0
42,0
42,2
43,0
44,0
45,0
46,0
47,0
48,0
49,2
49,0
49,1
49,9
51,0
52,10
52,11
53,0
53,3
54,0
55,0
56,0
56,2
57,11
57,2
58,0
58,1
59,0
60,0
60,1
60,12
60,2
61,0
62,0
62,2
63,0
64,0
64,4
65,0
65,9
66,0
67,1
67,2
68,0
69,0
69,2
70,0
70,2
71,0
72,1
73,0
74,0
75,0
76,3
76,0
77,0
78,0
79,13
80,0
81,6
82,0
84,0
85,14
85,0
85,1
85,3
86,0
86,1
86,4
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,0
98,0
99,2
99,0
100,0
101,0
102,0
103,0
104,3
105,0
106,0
108,0
108,1
108,5
108,15
109,0
109,2
110,7
110,0
111,0
111,1
111,3
112,0
113,1
114,0
115,0
116,0
117,0
118,0
119,0
120,1
120,0
121,7
121,0
121,16
121,8
122,11
123,0
124,0
125,17
125,1
127,0
128,0
129,0
130,0
131,2
132,0
133,0
134,0
135,0
136,0
138,1
139,0
139,1
140,0
140,18
140,19
141,0
142,0
143,3
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,1
151,15
151,2
152,0
153,0
154,0
155,0
156,0
157,0
157,1
158,0
159,0
160,0
161,0
162,0
162,3
162,20
163,0
164,0
165,0
165,1
166,0
166,21
166,22
167,0
167,11
167,16
167,4
168,0
168,1
169,0
169,16
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,4
180,0
181,3
181,0
182,0
182,2
183,0
183,4
184,0
185,0
186,0
187,0
188,0
190,0
191,0
192,0
193,0
194,9
194,0
195,0
196,1
197,0
198,0
199,0
200,0
200,2
201,0
202,0
203,0
204,0
205,0
205,3
205,2
206,0
207,7
207,0
208,0
209,0
209,3
210,4
211,10
211,0
211,15
212,0
212,3
212,1
213,1
213,2
213,0
214,0
215,0
216,0
217,0
217,11
217,23
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,8
229,0
229,24
230,0
231,0
232,1
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
244,4
245,0
246,0
247,0
247,1
247,3
248,0
248,3
249,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
257,3
257,1
258,0
258,1
259,0
260,1
261,0
261,2
262,15
262,0
263,0
264,0
265,0
265,2
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
275,2
276,0
277,25
277,0
277,9
278,0
279,0
280,0
280,7
281,0
282,0
283,0
284,0
284,15
284,16
285,0
286,0
286,15
287,0
288,0
288,12
288,1
289,0
290,0
291,0
292,0
292,2
292,1
293,0
294,0
294,8
295,0
296,0
297,15
297,0
297,16
298,1
298,11
299,0
300,0
301,1
301,11
301,4
301,2
301,0
302,1
303,1
303,26
304,1
304,9
304,26
305,8
306,0
307,0
308,0
309,0
310,0
310,27
311,0
312,0
312,28
312,23
313,0
314,0
315,0
316,0
317,2
318,0
319,0
320,0
320,3
321,8
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,7
336,0
337,0
338,0
339,0
340,0
341,0
341,1
341,3
341,4
342,1
342,0
343,0
344,0
345,0
346,0
346,1
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
354,2
355,0
355,1
356,0
357,0
357,29
358,3
359,0
360,0
361,0
362,23
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
369,5
370,0
371,0
372,0
373,0
374,0
375,0
375,1
375,17
375,3
376,0
376,1
376,30
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,0
388,16
389,0
391,0
392,0
394,0
395,0
396,0
397,0
400,0
402,0
