0,3
1,559
1,2550
1,10201
2,6194
2,19464
3,306
4,5842
4,9195
5,508
5,675
5,6194
6,4
6,258
6,932
6,5842
6,14941
6,55873
6,58079
7,2
8,33
8,21437
8,23770
9,60
9,7576
10,5
10,97
11,5
11,97
11,6368
12,33
12,56
12,4105
13,915
13,1504
14,183
14,415
14,8411
14,14723
15,33
15,10898
15,11583
15,11584
16,441
16,932
17,14
17,59
18,5682
18,6194
18,10210
19,5
20,216
20,8411
21,508
21,10104
22,1885
22,5358
22,6194
22,10308
22,23397
22,25061
23,175
23,915
24,60
24,15547
25,5
25,97
26,12
27,288
28,311
28,590
28,591
28,592
28,850
28,851
28,1871
28,6639
28,7237
28,9335
28,12009
28,18367
28,25020
28,25021
28,25129
28,47532
28,68517
28,79437
28,79438
28,79439
29,2588
29,4507
29,23647
30,915
30,10103
30,10288
31,33
31,507
31,17031
32,70801
33,33
33,2537
34,694
34,874
34,8363
34,19316
34,30226
34,31080
34,44821
35,406
35,1382
35,10163
36,53390
37,6130
37,6194
37,11661
37,89131
38,4
39,53009
39,85681
39,89840
40,871
40,34237
41,175
41,476
41,915
42,14
43,12
43,4174
44,364
44,441
45,33
45,56
46,12
46,4286
46,65394
47,2
47,10217
48,2480
49,361
49,9168
51,14
51,1030
53,2
53,175
54,14
54,7832
55,7320
55,10260
56,4
56,802
56,1382
59,4
59,441
59,862
60,4
61,915
61,916
61,1382
61,10201
62,14
62,3492
62,5441
63,6194
63,10210
64,8411
64,11061
64,36390
64,38003
65,12
66,14
67,82
67,1614
67,3823
67,5358
68,12
69,59
69,7405
69,11705
69,53009
70,1885
70,6194
71,5841
71,5842
72,1742
72,5358
72,22123
73,12
73,4286
74,6194
74,10210
75,3388
75,4899
75,7958
75,23096
75,23097
75,23098
76,4606
76,83201
76,93174
77,14
78,441
79,38953
79,38954
80,14
81,575
81,576
81,577
82,38196
82,38197
84,2492
84,8888
85,915
85,1644
85,1645
86,306
86,3311
87,4
88,4
89,14
89,4665
90,559
90,18737
91,4
92,14
92,979
93,306
93,456
93,11362
94,97
94,75942
95,802
95,1382
95,5358
95,5869
95,16366
95,22684
95,68517
95,68518
96,181
97,3324
97,7025
97,12113
97,12911
97,12912
97,12913
98,5
98,97
99,18
99,441
100,9195
101,8411
101,10308
101,10355
102,33
102,1606
102,3929
103,56
103,171
103,6194
105,2
105,2504
105,6254
108,4564
108,7965
108,11353
109,441
109,46059
109,46060
110,12
110,2521
111,175
111,915
112,806
112,2055
112,3498
112,9116
112,12745
112,17027
112,22150
112,38673
112,38674
112,40534
112,85045
113,83
113,591
113,694
113,883
113,885
115,3236
116,559
116,11061
117,11308
118,559
120,4
121,540
121,10932
122,371
123,14
124,264
124,1766
124,1979
124,6194
124,53009
125,22029
125,22618
125,71842
129,8
129,181
129,1898
129,5358
130,4
131,93488
131,93489
133,306
134,68229
136,181
136,38778
136,94477
136,94478
138,1504
138,9195
139,60
141,43
142,5
142,10288
143,6194
144,12
144,3492
145,8
145,5996
145,12745
145,16027
146,181
146,3644
146,3906
146,7248
146,16366
146,37909
147,23
147,33
148,60
148,8989
149,236
149,1214
149,5353
150,6194
150,31080
151,386
151,387
151,11290
152,5
152,97
153,14
153,30334
154,1382
155,33
155,56
155,11098
156,33
156,4319
157,4
157,7383
158,915
158,10288
159,4532
160,5
160,11705
161,559
161,2510
162,306
162,1504
163,729
163,1474
163,2765
163,18902
164,9195
164,20740
165,441
165,10158
166,508
166,644
166,5358
166,5739
166,6194
167,60
167,87394
168,12909
168,12910
169,559
169,2480
170,915
170,1504
171,559
172,14
173,13187
173,13190
174,60
174,3557
175,1203
175,2267
175,4350
175,7320
175,7828
175,11578
175,35859
176,9195
177,33
177,37
177,11462
177,16934
178,306
178,2106
178,9255
179,1382
179,10163
180,16561
180,38959
180,38960
181,37897
182,5
183,306
183,436
184,37890
185,7405
186,2492
186,3906
186,28205
187,1422
187,3906
187,38692
187,39861
188,915
188,1504
190,60
190,183
190,14723
191,14
192,705
192,6194
192,16368
193,8411
194,171
194,3864
194,6194
195,574
196,1080
196,1147
196,14680
197,915
197,1382
197,10201
198,11308
199,6849
199,16026
199,16027
200,33
200,56
201,508
201,6194
201,17825
201,21480
201,63906
202,915
204,306
204,2851
205,33
205,1073
205,1302
205,6092
206,6068
206,6911
206,11661
207,60
208,4
209,306
210,5358
210,6453
210,6454
211,6367
211,12745
212,98
212,6194
213,6365
214,18189
215,508
215,644
215,5358
215,10104
215,16192
216,33
216,1595
217,4867
218,364
218,1898
218,4127
218,23808
219,14
219,16934
220,12
220,70
221,6194
221,11407
222,15709
222,52095
223,4
224,11308
224,11661
225,8
225,181
225,826
225,3823
225,5358
225,8277
225,68141
226,97
226,441
227,12
227,11061
228,5528
228,10565
228,25345
229,14
229,10166
229,12800
230,11308
231,9195
232,306
232,1382
232,10163
232,34207
233,5
233,97
234,306
235,2
236,559
237,21
238,1429
238,2359
238,37581
241,14
242,8
242,13042
243,11
243,14
243,294
243,2306
244,175
244,915
245,5
245,2630
245,4564
246,2
246,175
247,33
247,11393
248,4
249,360
250,2370
250,9195
251,175
251,9195
252,33
252,8816
253,414
253,6194
253,36854
254,2
254,4063
255,306
256,1
256,306
257,5
258,6194
259,181
259,983
260,9209
261,84803
261,84804
262,348
262,559
262,1656
263,33
264,8
264,12
264,285
265,181
265,2832
265,3268
265,36836
266,6194
267,4
268,181
268,798
268,23022
269,70
269,559
270,2
271,559
272,4
272,862
273,306
274,915
275,70
275,3906
275,20928
275,89873
276,2428
276,6194
277,4
277,594
277,761
278,306
278,802
278,1382
279,4319
280,7260
280,42935
281,11139
282,7954
282,21437
283,23098
284,508
284,644
284,4198
284,6194
284,10104
284,68551
285,559
286,293
286,294
286,295
287,12
287,17067
287,17068
288,824
288,2154
288,6194
288,16775
289,5
289,9
290,28205
291,915
292,14
292,59
292,216
293,31080
293,31715
293,37580
294,5528
295,288
295,1382
295,53009
296,316
296,915
296,11407
297,84839
297,84840
298,82
298,850
298,5358
298,6187
298,6541
298,7089
298,8923
298,18367
298,18495
298,53009
298,75913
299,559
300,915
300,10201
300,12883
301,14
302,38
302,183
302,591
302,1245
303,591
303,1610
304,183
304,591
304,850
307,4899
307,16953
307,24946
308,4
309,4108
310,29272
310,29273
311,2596
311,6194
311,11134
312,347
312,694
312,10320
313,2
313,915
314,97
314,6194
315,181
315,359
315,980
315,1382
316,78701
317,14
317,6647
317,8861
317,10015
318,2832
318,4063
319,798
320,12
320,4733
320,4734
321,1078
321,25299
322,2231
323,33
323,69626
324,4
325,4319
325,11308
327,33
328,4
329,58
330,14729
331,11308
331,23808
331,37350
332,4
333,4
334,175
334,915
335,33
336,8
336,806
336,4908
336,17027
336,36024
337,105
337,11840
337,39250
338,441
338,10157
339,6194
339,10210
340,1382
341,37
342,8
342,355
342,441
342,635
342,5358
342,8131
343,14
344,4
344,2767
345,508
345,644
345,6194
346,12
347,33
347,4319
348,14
348,4028
348,4029
348,4030
348,6455
349,508
349,644
349,6194
349,16823
350,33
350,56
350,1353
351,4
352,181
352,1382
352,10163
353,441
353,1947
354,441
354,37294
354,37295
355,175
355,9195
356,559
358,181
358,201
358,4606
358,12914
358,12915
358,12916
359,2
359,10217
360,14
361,12
362,12
362,552
363,4564
363,6194
364,8
364,14
365,4
366,23
366,33
367,33
367,216
368,278
368,1382
369,1302
369,1885
369,6194
370,12
371,33
371,496
371,662
372,306
373,8411
374,33
374,467
374,552
374,1644
374,2982
374,4248
375,306
375,574
376,9195
377,5
378,335
378,6194
378,13040
378,24217
379,9195
379,21857
380,288
380,2630
380,11358
381,37
381,1382
382,175
382,915
383,3923
383,25583
385,170
387,6215
387,6216
387,6217
388,33
388,7220
389,278
389,11061
389,31080
389,33419
391,285
391,826
391,16835
392,14280
392,37300
393,2
393,90509
394,888
395,38179
395,38289
397,3268
397,38276
400,2662
400,22240
400,25129
400,30655
402,12
403,12
404,12
405,4
405,41
405,258
406,21222
407,5
408,306
408,1595
408,3929
409,915
409,1382
409,10201
409,12883
409,82606
409,82607
410,9195
411,306
411,89311
412,8
412,97
412,16737
413,6194
413,7049
413,58750
413,79560
413,79561
414,306
415,4
415,30
416,6194
417,12
418,2231
418,8411
419,4
420,14150
420,18070
421,6194
421,10098
421,10099
422,70969
423,7429
423,11308
424,9195
425,5
425,1350
426,33
426,1988
426,11393
427,5
427,97
428,8411
429,559
429,5358
429,14723
429,23246
429,45728
429,45729
430,4
431,915
431,1504
432,559
433,23
433,33
434,8411
434,36863
434,36864
434,36865
434,68062
435,5739
435,6194
435,8816
436,37
436,6556
436,10932
437,1885
437,6194
439,8
440,8411
441,708
441,2269
441,36863
442,41
442,365
443,705
443,6194
445,705
445,6194
446,4
446,705
446,19534
447,8
448,13
448,23
449,4
449,932
449,1302
450,104
450,508
450,644
450,6194
450,23397
451,14
452,6194
453,5
454,33
454,1644
455,8411
456,1422
456,8888
456,89521
456,89522
456,89523
457,37
458,915
459,33
459,467
459,11462
460,508
460,6194
461,306
461,11751
462,272
462,1930
462,10348
463,14
463,983
464,118
464,705
464,850
464,10598
464,13096
464,33027
466,1382
466,1885
466,6194
466,10163
466,23873
467,18
467,441
468,915
469,97
469,441
470,33
470,2307
471,9195
472,9195
473,4
473,11407
474,33
474,1644
474,4248
475,33
475,56
476,278
476,3589
477,285
478,37
479,4
480,441
480,55528
481,9195
482,11308
483,360
483,6194
484,508
484,6194
485,5
485,12
485,97
485,1023
486,4564
486,6194
487,559
488,12
489,1885
489,6194
490,6116
490,13139
490,14668
491,8888
491,10565
492,3102
492,8827
